,Unnamed: 0,id,imdb_id,title,original_title,release_date,revenue,budget,runtime,tagline,overview,production_countries,vote_average,vote_count,all_production_cos,list_genres,release_year,multiple,Lionsgate,Warner,fox,marvel,paramount,disney,production_companies,revenue_m,budget_m,is_us
31,31,12155.0,tt1014759,Alice in Wonderland,Alice in Wonderland,2010-03-03,1025491110.0,200000000.0,108.0,You're invited to a very important date,"Alice, an unpretentious and individual 19-year-old, is betrothed to a dunce of an English nobleman. At her engagement party, she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland,' she finds herself in a world that resembles the nightmares she had as a child, filled with talking animals, villainous queens and knights, and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,8326.0,['WaltDisneyCompany'],"['Animation', 'Family', 'Fantasy', 'Music', 'Adventure']",2010,5.12745555,False,False,False,False,False,True,['WaltDisneyCompany'],1025.49111,200.0,True
32,32,12092.0,tt0043274,Alice in Wonderland,Alice in Wonderland,1951-07-03,572000000.0,3000000.0,75.0,A world of wonders in One Great Picture,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,3082.0,['WaltDisneyCompany'],"['Animation', 'Family', 'Fantasy', 'Music', 'Adventure']",1951,190.66666666666666,False,False,False,False,False,True,['WaltDisneyCompany'],572.0,3.0,True
33,33,269149.0,tt2948356,Zootopia,Zootopia,2016-02-11,1023784195.0,150000000.0,109.0,Welcome to the urban jungle.,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,9605.0,"['WaltDisneyAnimationStudios', 'WaltDisneyPictures']","['Animation', 'Adventure', 'Family', 'Comedy']",2016,6.825227966666667,False,False,False,False,False,True,"['WaltDisneyAnimationStudios', 'WaltDisneyPictures']",1023.784195,150.0,True
34,34,49051.0,tt0903624,The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012-11-26,1021103568.0,250000000.0,169.0,From the smallest beginnings come the greatest legends.,"Bilbo Baggins, a hobbit enjoying his quiet life, is swept into an epic quest by Gandalf the Grey and thirteen dwarves who seek to reclaim their mountain home from Smaug, the dragon.","['{iso_3166_1:NZ', 'name:NewZealand}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,11734.0,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', 'Metro-Goldwyn-Mayer']","['Adventure', 'Fantasy', 'Action']",2012,4.084414272,False,True,False,False,False,False,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', 'Metro-Goldwyn-Mayer']",1021.103568,250.0,True
35,35,155.0,tt0468569,The Dark Knight,The Dark Knight,2008-07-16,1004558444.0,185000000.0,152.0,Why So Serious?,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.4,18268.0,"['DCEntertainment', 'DCComics', 'LegendaryEntertainment', 'Syncopy', 'WarnerBros.Pictures']","['Drama', 'Action', 'Crime', 'Thriller']",2008,5.430045643243243,False,True,False,False,False,False,"['DCEntertainment', 'DCComics', 'LegendaryEntertainment', 'Syncopy', 'WarnerBros.Pictures']",1004.558444,185.0,True
37,37,8587.0,tt0110357,The Lion King,The Lion King,1994-05-07,987483777.0,45000000.0,89.0,Life's greatest adventure is finding your place in the Circle of Life.,A young lion cub named Simba can't wait to be king. But his uncle craves the title for himself and will stop at nothing to get it.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.2,9718.0,"['WaltDisneyPictures', 'WaltDisneyAnimationStudios']","['Family', 'Animation', 'Drama']",1994,21.944083933333335,False,False,False,False,False,True,"['WaltDisneyPictures', 'WaltDisneyAnimationStudios']",987.483777,45.0,True
38,38,671.0,tt0241527,Harry Potter and the Philosopher's Stone,Harry Potter and the Philosopher's Stone,2001-11-16,976475550.0,125000000.0,152.0,Let the Magic Begin.,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.8,13290.0,['WarnerBros.Pictures'],"['Adventure', 'Fantasy', 'Family']",2001,7.8118044,False,True,False,False,False,False,['WarnerBros.Pictures'],976.47555,125.0,True
39,39,93456.0,tt1690953,Despicable Me 2,Despicable Me 2,2013-06-25,970761885.0,76000000.0,98.0,Back 2 Work,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,"['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,7067.0,"['IlluminationEntertainment', 'UniversalPictures']","['Animation', 'Comedy', 'Family']",2013,12.773182697368421,False,False,False,False,False,False,"['IlluminationEntertainment', 'UniversalPictures']",970.761885,76.0,True
40,40,278927.0,tt3040964,The Jungle Book,The Jungle Book,2016-04-07,966550600.0,175000000.0,106.0,The legend will never be the same.,"A man-cub named Mowgli fostered by wolves. After a threat from the tiger Shere Khan, Mowgli is forced to flee the jungle, by which he embarks on a journey of self discovery with the help of the panther, Bagheera and the free-spirited bear, Baloo.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.8,5040.0,['WaltDisneyPictures'],"['Family', 'Animation', 'Adventure']",2016,5.523146285714286,False,False,False,False,False,True,['WaltDisneyPictures'],966.5506,175.0,True
41,41,9325.0,tt0061852,The Jungle Book,The Jungle Book,1967-10-17,205843612.0,4000000.0,78.0,The Jungle is JUMPIN'!,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,3335.0,['WaltDisneyPictures'],"['Family', 'Animation', 'Adventure']",1967,51.460903,False,False,False,False,False,True,['WaltDisneyPictures'],205.843612,4.0,True
42,42,353486.0,tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017-12-09,962119864.0,90000000.0,119.0,The game has evolved.,"The tables are turned as four teenagers are sucked into Jumanji's world - pitted against rhinos, black mambas and an endless variety of jungle traps and puzzles. To survive, they'll play as characters from the game.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.7,6880.0,"['RadarPictures', 'MattTolmachProductions', 'SevenBucksProductions', 'ColumbiaPictures', 'SonyPictures']","['Action', 'Adventure', 'Comedy', 'Fantasy']",2017,10.690220711111111,False,False,False,False,False,False,"['RadarPictures', 'MattTolmachProductions', 'SevenBucksProductions', 'ColumbiaPictures', 'SonyPictures']",962.119864,90.0,True
43,43,285.0,tt0449088,Pirates of the Caribbean: At World's End,Pirates of the Caribbean: At World's End,2007-05-19,961000000.0,300000000.0,169.0,"At the end of the world, the adventure begins.","Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.1,8015.0,"['JerryBruckheimerFilms', 'SecondMateProductions', 'WaltDisneyPictures']","['Adventure', 'Fantasy', 'Action']",2007,3.203333333333333,False,False,False,False,False,True,"['JerryBruckheimerFilms', 'SecondMateProductions', 'WaltDisneyPictures']",961.0,300.0,True
44,44,57158.0,tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013-12-11,958400000.0,250000000.0,161.0,Beyond darkness... beyond desolation... lies the greatest danger of all.,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.","['{iso_3166_1:NZ', 'name:NewZealand}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,7434.0,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', 'Metro-Goldwyn-Mayer']","['Adventure', 'Fantasy', 'Action']",2013,3.8336,False,True,False,False,False,False,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', 'Metro-Goldwyn-Mayer']",958.4,250.0,True
45,45,122917.0,tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014-12-10,956019788.0,250000000.0,144.0,Witness the defining chapter of the Middle-Earth saga,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.","['{iso_3166_1:NZ', 'name:NewZealand}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.2,8062.0,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', '3Foot7', 'Metro-Goldwyn-Mayer']","['Action', 'Adventure', 'Fantasy']",2014,3.824079152,False,True,False,False,False,False,"['WarnerBros.Pictures', 'WingNutFilms', 'NewLineCinema', '3Foot7', 'Metro-Goldwyn-Mayer']",956.019788,250.0,True
46,46,12444.0,tt0926084,Harry Potter and the Deathly Hallows: Part 1,Harry Potter and the Deathly Hallows: Part 1,2010-10-17,954305868.0,250000000.0,146.0,One Way… One Fate… One Hero.,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,10305.0,"['WarnerBros.Pictures', 'HeydayFilms']","['Adventure', 'Fantasy', 'Family']",2010,3.817223472,False,True,False,False,False,False,"['WarnerBros.Pictures', 'HeydayFilms']",954.305868,250.0,True
47,47,12.0,tt0266543,Finding Nemo,Finding Nemo,2003-05-30,940335536.0,94000000.0,100.0,There are 3.7 trillion fish in the ocean. They're looking for one.,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.8,11110.0,['Pixar'],"['Animation', 'Family']",2003,10.003569531914893,False,False,False,False,False,False,['Pixar'],940.335536,94.0,True
48,48,675.0,tt0373889,Harry Potter and the Order of the Phoenix,Harry Potter and the Order of the Phoenix,2007-06-28,938212738.0,150000000.0,138.0,Evil Must Be Confronted.,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,10317.0,"['WarnerBros.Pictures', 'HeydayFilms']","['Adventure', 'Fantasy', 'Family', 'Mystery']",2007,6.254751586666667,False,True,False,False,False,False,"['WarnerBros.Pictures', 'HeydayFilms']",938.212738,150.0,True
49,49,767.0,tt0417741,Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,2009-07-07,933959197.0,250000000.0,153.0,Dark Secrets Revealed,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.6,10065.0,"['WarnerBros.Pictures', 'HeydayFilms']","['Adventure', 'Fantasy', 'Family']",2009,3.735836788,False,True,False,False,False,False,"['WarnerBros.Pictures', 'HeydayFilms']",933.959197,250.0,True
50,50,121.0,tt0167261,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,2002-12-18,926287400.0,79000000.0,179.0,A New Power Is Rising.,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.","['{iso_3166_1:NZ', 'name:NewZealand}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",8.2,12011.0,"['NewLineCinema', 'WingNutFilms', 'TheSaulZaentzCompany']","['Adventure', 'Fantasy', 'Action']",2002,11.725156962025316,False,False,False,False,False,False,"['NewLineCinema', 'WingNutFilms', 'TheSaulZaentzCompany']",926.2874,79.0,True
51,51,1893.0,tt0120915,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,1999-05-19,924317558.0,115000000.0,136.0,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,7658.0,['Lucasfilm'],"['Adventure', 'Action', 'ScienceFiction']",1999,8.037543982608696,False,False,False,False,False,False,['Lucasfilm'],924.317558,115.0,True
52,52,329.0,tt0107290,Jurassic Park,Jurassic Park,1993-06-11,920100000.0,63000000.0,127.0,An adventure 65 million years in the making.,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.8,8606.0,"['UniversalPictures', 'AmblinEntertainment']","['Adventure', 'ScienceFiction']",1993,14.604761904761904,False,False,False,False,False,False,"['UniversalPictures', 'AmblinEntertainment']",920.1,63.0,True
53,53,809.0,tt0298148,Shrek 2,Shrek 2,2004-05-19,919838758.0,150000000.0,93.0,Once upon another time...,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.9,5896.0,"['DreamWorksAnimation', 'PacificDataImages(PDI)']","['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",2004,6.132258386666667,False,False,False,False,False,False,"['DreamWorksAnimation', 'PacificDataImages(PDI)']",919.838758,150.0,True
54,54,299537.0,tt4154664,Captain Marvel,Captain Marvel,2019-03-06,910298835.0,152000000.0,124.0,Higher. Further. Faster.,"The story follows Carol Danvers as she becomes one of the universe’s most powerful heroes when Earth is caught in the middle of a galactic war between two alien races. Set in the 1990s, Captain Marvel is an all-new adventure from a previously unseen period in the history of the Marvel Cinematic Universe.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.3,2865.0,['MarvelStudios'],"['Action', 'Adventure', 'ScienceFiction']",2019,5.988808125,False,False,False,True,False,False,['MarvelStudios'],910.298835,152.0,True
55,55,674.0,tt0330373,Harry Potter and the Goblet of Fire,Harry Potter and the Goblet of Fire,2005-11-16,895921036.0,150000000.0,157.0,Dark And Difficult Times Lie Ahead.,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,10605.0,"['PatalexIVProductionsLimited', 'WarnerBros.Pictures', 'HeydayFilms']","['Adventure', 'Fantasy', 'Family']",2005,5.9728069066666665,False,True,False,False,False,False,"['PatalexIVProductionsLimited', 'WarnerBros.Pictures', 'HeydayFilms']",895.921036,150.0,True
56,56,559.0,tt0413300,Spider-Man 3,Spider-Man 3,2007-05-01,890871626.0,258000000.0,139.0,The battle within.,"The seemingly invincible Spider-Man goes up against an all-new crop of villains—including the shape-shifting Sandman. While Spider-Man’s superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,6760.0,"['MarvelEnterprises', 'ColumbiaPictures', 'LauraZiskinProductions']","['Fantasy', 'Action', 'Adventure']",2007,3.4529907984496124,False,False,False,True,False,False,"['MarvelEnterprises', 'ColumbiaPictures', 'LauraZiskinProductions']",890.871626,258.0,True
57,57,8355.0,tt1080016,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,2009-06-29,886686817.0,90000000.0,94.0,You Won't Believe Your Ice!,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.6,4362.0,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']","['Animation', 'Comedy', 'Family', 'Adventure']",2009,9.852075744444445,False,False,True,False,False,False,"['BlueSkyStudios', 'TwentiethCenturyFoxAnimation']",886.686817,90.0,True
58,58,206647.0,tt2379713,Spectre,Spectre,2015-10-26,880674609.0,245000000.0,148.0,A Plan No One Escapes,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.","['{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.4,6549.0,"['Danjaq', 'B24', 'ColumbiaPictures']","['Action', 'Adventure', 'Crime']",2015,3.5945902408163266,False,False,False,False,False,False,"['Danjaq', 'B24', 'ColumbiaPictures']",880.674609,245.0,True
59,59,315635.0,tt2250912,Spider-Man: Homecoming,Spider-Man: Homecoming,2017-07-05,880166924.0,175000000.0,133.0,Homework can wait. The city can't.,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.4,10769.0,"['MarvelStudios', 'ColumbiaPictures', 'PascalPictures', 'LStarCapital']","['Action', 'Adventure', 'ScienceFiction', 'Drama']",2017,5.02952528,False,False,False,True,False,False,"['MarvelStudios', 'ColumbiaPictures', 'PascalPictures', 'LStarCapital']",880.166924,175.0,True
60,60,57800.0,tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012-06-26,877244782.0,95000000.0,88.0,"Manny, Diego, and Sid embark upon another adventure after their continent is set adrift.","Manny, Diego, and Sid embark upon another adventure after their continent is set adrift. Using an iceberg as a ship, they encounter sea creatures and battle pirates as they explore a new world.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.3,4397.0,"['TwentiethCenturyFoxAnimation', 'BlueSkyStudios']","['Animation', 'Comedy', 'Adventure', 'Family']",2012,9.2341556,False,False,True,False,False,False,"['TwentiethCenturyFoxAnimation', 'BlueSkyStudios']",877.244782,95.0,True
61,61,672.0,tt0295297,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,2002-11-13,876688482.0,100000000.0,161.0,Hogwarts is back in session.,"Ignoring threats to his life, Harry returns to Hogwarts to investigate – aided by Ron and Hermione – a mysterious series of attacks.","['{iso_3166_1:DE', 'name:Germany}', '{iso_3166_1:GB', 'name:UnitedKingdom}', '{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",7.7,11234.0,"['1492Pictures', 'HeydayFilms', 'WarnerBros.Pictures']","['Adventure', 'Fantasy', 'Family']",2002,8.76688482,False,True,False,False,False,False,"['1492Pictures', 'HeydayFilms', 'WarnerBros.Pictures']",876.688482,100.0,True
62,62,328111.0,tt2709768,The Secret Life of Pets,The Secret Life of Pets,2016-06-18,875457937.0,75000000.0,87.0,Think this is what they do all day?,"The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.","['{iso_3166_1:US', 'name:UnitedStatesofAmerica}']",6.1,5190.0,"['UniversalPictures', 'FujiTelevisionNetwork', 'IlluminationEntertainment', 'Dentsu']","['Adventure', 'Comedy', 'Animation', 'Family']",2016,11.672772493333333,False,False,False,False,False,False,"['UniversalPictures', 'FujiTelevisionNetwork', 'IlluminationEntertainment', 'Dentsu']",875.457937,75.0,True
